# CONVERGE Release Build 2.3.29/  Dec 13, 2017        Run Date:Sat Jan 13 15:08:31 2018
# column       1                2                3                4                5                6                7                8                9               10               11               12               13               14               15               16               17 
#          Crank         Pressure         Max_Pres         Min_Pres        Mean_Temp         Max_Temp         Min_Temp           Volume             Mass          Density    Integrated_HR          HR_Rate              C_p              C_v            Gamma         Kin_Visc         Dyn_Visc
#          (DEG)            (MPa)            (MPa)            (MPa)              (K)              (K)              (K)            (m^3)             (kg)         (kg/m^3)              (J)         (J/time)         (J/kg-K)         (J/kg-K)           (none)          (m^2/s)        (N*s/m^2)
#
 -1.2508922e+002   1.2038372e-001   1.2081378e-001   9.7353614e-002   4.1992170e+002   4.8172974e+002   3.9746515e+002   4.9095431e-004   5.1048539e-004   1.0397819e+000  -1.8959539e-006  -1.0743520e-013   1.1022053e+003   8.2649174e+002   1.3335951e+000   2.2809737e-005   2.3712962e-005
 -1.2507270e+002   1.2039895e-001   1.2088522e-001   9.7365139e-002   4.1993518e+002   4.8173880e+002   3.9747874e+002   4.9090193e-004   5.1047903e-004   1.0398799e+000  -1.8959539e-006   0.0000000e+000   1.1022104e+003   8.2649682e+002   1.3335931e+000   2.2808089e-005   2.3713485e-005
 -1.2505618e+002   1.2041418e-001   1.2083686e-001   9.7377468e-002   4.1994865e+002   4.8174791e+002   3.9749181e+002   4.9084957e-004   5.1047267e-004   1.0399778e+000  -1.8959539e-006   5.3771805e-014   1.1022155e+003   8.2650191e+002   1.3335910e+000   2.2806442e-005   2.3714008e-005
 -1.2503967e+002   1.2042940e-001   1.2082444e-001   9.7386782e-002   4.1996211e+002   4.8175704e+002   3.9750461e+002   4.9079723e-004   5.1046632e-004   1.0400758e+000  -1.8959539e-006   0.0000000e+000   1.1022206e+003   8.2650699e+002   1.3335890e+000   2.2804796e-005   2.3714530e-005
 -1.2502317e+002   1.2044461e-001   1.2084145e-001   9.7380569e-002   4.1997558e+002   4.8176627e+002   3.9751699e+002   4.9074492e-004   5.1045997e-004   1.0401737e+000  -1.8959539e-006   1.0764640e-013   1.1022257e+003   8.2651207e+002   1.3335870e+000   2.2803151e-005   2.3715053e-005
 -1.2500668e+002   1.2045983e-001   1.2085838e-001   9.7381099e-002   4.1998904e+002   4.8177543e+002   3.9752906e+002   4.9069264e-004   5.1045363e-004   1.0402716e+000  -1.8959539e-006  -5.3848968e-014   1.1022308e+003   8.2651715e+002   1.3335849e+000   2.2801506e-005   2.3715575e-005
 -1.2499019e+002   1.2047506e-001   1.2087529e-001   9.7373578e-002   4.2000251e+002   4.8178469e+002   3.9754171e+002   4.9064033e-004   5.1044729e-004   1.0403696e+000  -1.8959539e-006  -5.3874214e-014   1.1022359e+003   8.2652223e+002   1.3335829e+000   2.2799859e-005   2.3716097e-005
 -1.2497371e+002   1.2049030e-001   1.2089206e-001   9.7393028e-002   4.2001598e+002   4.8179390e+002   3.9756363e+002   4.9058801e-004   5.1044095e-004   1.0404676e+000  -1.8959539e-006   0.0000000e+000   1.1022410e+003   8.2652732e+002   1.3335809e+000   2.2798213e-005   2.3716620e-005
 -1.2495724e+002   1.2050553e-001   1.2090893e-001   9.7395829e-002   4.2002945e+002   4.8180317e+002   3.9758483e+002   4.9053571e-004   5.1043462e-004   1.0405657e+000  -1.8959539e-006   0.0000000e+000   1.1022461e+003   8.2653240e+002   1.3335788e+000   2.2796567e-005   2.3717143e-005
 -1.2494078e+002   1.2052076e-001   1.2092599e-001   9.7378651e-002   4.2004292e+002   4.8181250e+002   3.9760513e+002   4.9048343e-004   5.1042829e-004   1.0406637e+000  -1.8959539e-006   0.0000000e+000   1.1022512e+003   8.2653748e+002   1.3335768e+000   2.2794921e-005   2.3717665e-005
 -1.2492432e+002   1.2053599e-001   1.2094300e-001   9.7389205e-002   4.2005638e+002   4.8182179e+002   3.9762513e+002   4.9043119e-004   5.1042197e-004   1.0407616e+000  -1.8959539e-006   5.3975270e-014   1.1022563e+003   8.2654257e+002   1.3335748e+000   2.2793276e-005   2.3718188e-005
 -1.2490779e+002   1.2055129e-001   1.2094703e-001   9.7380707e-002   4.2006991e+002   4.8183116e+002   3.9764480e+002   4.9037870e-004   5.1041561e-004   1.0408601e+000  -1.8959539e-006   0.0000000e+000   1.1022614e+003   8.2654767e+002   1.3335727e+000   2.2791624e-005   2.3718713e-005
 -1.2489126e+002   1.2056661e-001   1.2096147e-001   9.7416734e-002   4.2008345e+002   4.8184056e+002   3.9766485e+002   4.9032618e-004   5.1040926e-004   1.0409586e+000  -1.8959539e-006   0.0000000e+000   1.1022666e+003   8.2655278e+002   1.3335707e+000   2.2789970e-005   2.3719238e-005
 -1.2487476e+002   1.2058192e-001   1.2098209e-001   9.7421490e-002   4.2009699e+002   4.8184999e+002   3.9768544e+002   4.9027368e-004   5.1040292e-004   1.0410572e+000  -1.8959539e-006   0.0000000e+000   1.1022717e+003   8.2655789e+002   1.3335686e+000   2.2788317e-005   2.3719763e-005
 -1.2485827e+002   1.2059722e-001   1.2100439e-001   9.7426552e-002   4.2011051e+002   4.8186302e+002   3.9770548e+002   4.9022126e-004   5.1039659e-004   1.0411556e+000  -1.8959539e-006   0.0000000e+000   1.1022768e+003   8.2656299e+002   1.3335666e+000   2.2786666e-005   2.3720288e-005
 -1.2484181e+002   1.2061251e-001   1.2102606e-001   9.7429004e-002   4.2012402e+002   4.8188166e+002   3.9772534e+002   4.9016888e-004   5.1039027e-004   1.0412539e+000  -1.8959539e-006   0.0000000e+000   1.1022819e+003   8.2656809e+002   1.3335646e+000   2.2785016e-005   2.3720812e-005
 -1.2482535e+002   1.2062779e-001   1.2104655e-001   9.7443356e-002   4.2013752e+002   4.8190023e+002   3.9774487e+002   4.9011654e-004   5.1038396e-004   1.0413522e+000  -1.8959539e-006  -1.0793613e-013   1.1022870e+003   8.2657319e+002   1.3335625e+000   2.2783367e-005   2.3721336e-005
 -1.2480890e+002   1.2064308e-001   1.2106545e-001   9.7447055e-002   4.2015102e+002   4.8191857e+002   3.9776418e+002   4.9006422e-004   5.1037765e-004   1.0414505e+000  -1.8959539e-006  -1.0797700e-013   1.1022921e+003   8.2657829e+002   1.3335605e+000   2.2781719e-005   2.3721860e-005
 -1.2479245e+002   1.2065837e-001   1.2108305e-001   9.7434014e-002   4.2016453e+002   4.8193679e+002   3.9778405e+002   4.9001187e-004   5.1037135e-004   1.0415489e+000  -1.8959539e-006   0.0000000e+000   1.1022973e+003   8.2658340e+002   1.3335584e+000   2.2780069e-005   2.3722384e-005
 -1.2477601e+002   1.2067368e-001   1.2109958e-001   9.7430115e-002   4.2017806e+002   4.8195490e+002   3.9780454e+002   4.8995951e-004   5.1036505e-004   1.0416474e+000  -1.8959539e-006   1.0805791e-013   1.1023024e+003   8.2658850e+002   1.3335564e+000   2.2778419e-005   2.3722909e-005
 -1.2475958e+002   1.2068898e-001   1.2111491e-001   9.7442123e-002   4.2019157e+002   4.8197283e+002   3.9782471e+002   4.8990716e-004   5.1035875e-004   1.0417458e+000  -1.8959539e-006   0.0000000e+000   1.1023075e+003   8.2659361e+002   1.3335544e+000   2.2776769e-005   2.3723433e-005
 -1.2474316e+002   1.2070428e-001   1.2114083e-001   9.7458333e-002   4.2020508e+002   4.8199076e+002   3.9784453e+002   4.8985485e-004   5.1035245e-004   1.0418442e+000  -1.8959539e-006   0.0000000e+000   1.1023126e+003   8.2659871e+002   1.3335523e+000   2.2775120e-005   2.3723957e-005
 -1.2472675e+002   1.2071957e-001   1.2114208e-001   9.7448714e-002   4.2021859e+002   4.8200866e+002   3.9786399e+002   4.8980257e-004   5.1034616e-004   1.0419426e+000  -1.8959539e-006   0.0000000e+000   1.1023177e+003   8.2660381e+002   1.3335503e+000   2.2773472e-005   2.3724481e-005
 -1.2471035e+002   1.2073486e-001   1.2115486e-001   9.7444230e-002   4.2023208e+002   4.8202635e+002   3.9788312e+002   4.8975033e-004   5.1033987e-004   1.0420409e+000  -1.8959539e-006  -1.0832186e-013   1.1023229e+003   8.2660891e+002   1.3335482e+000   2.2771825e-005   2.3725005e-005
 -1.2469397e+002   1.2075014e-001   1.2116809e-001   9.7462547e-002   4.2024558e+002   4.8204387e+002   3.9790266e+002   4.8969810e-004   5.1033359e-004   1.0421392e+000  -1.8959539e-006   0.0000000e+000   1.1023280e+003   8.2661401e+002   1.3335462e+000   2.2770179e-005   2.3725529e-005
 -1.2467759e+002   1.2076544e-001   1.2118136e-001   9.7471658e-002   4.2025908e+002   4.8206142e+002   3.9792300e+002   4.8964586e-004   5.1032731e-004   1.0422376e+000  -1.8959539e-006   0.0000000e+000   1.1023331e+003   8.2661911e+002   1.3335441e+000   2.2768532e-005   2.3726052e-005
 -1.2466123e+002   1.2078072e-001   1.2119457e-001   9.7477548e-002   4.2027257e+002   4.8207894e+002   3.9794292e+002   4.8959366e-004   5.1032104e-004   1.0423359e+000  -1.8959539e-006   0.0000000e+000   1.1023382e+003   8.2662421e+002   1.3335421e+000   2.2766885e-005   2.3726576e-005
 -1.2464488e+002   1.2079601e-001   1.2120800e-001   9.7470985e-002   4.2028606e+002   4.8209641e+002   3.9796261e+002   4.8954150e-004   5.1031478e-004   1.0424342e+000  -1.8959539e-006   0.0000000e+000   1.1023433e+003   8.2662931e+002   1.3335401e+000   2.2765240e-005   2.3727099e-005
 -1.2462854e+002   1.2081128e-001   1.2122188e-001   9.7479335e-002   4.2029954e+002   4.8211384e+002   3.9798195e+002   4.8948936e-004   5.1030851e-004   1.0425324e+000  -1.8959539e-006   0.0000000e+000   1.1023484e+003   8.2663440e+002   1.3335380e+000   2.2763596e-005   2.3727622e-005
 -1.2461221e+002   1.2082656e-001   1.2123641e-001   9.7495043e-002   4.2031302e+002   4.8213133e+002   3.9800090e+002   4.8943724e-004   5.1030225e-004   1.0426306e+000  -1.8959539e-006   0.0000000e+000   1.1023535e+003   8.2663949e+002   1.3335360e+000   2.2761952e-005   2.3728145e-005
 -1.2459588e+002   1.2084184e-001   1.2125183e-001   9.7485639e-002   4.2032650e+002   4.8214870e+002   3.9802006e+002   4.8938511e-004   5.1029599e-004   1.0427289e+000  -1.8959539e-006   0.0000000e+000   1.1023586e+003   8.2664459e+002   1.3335340e+000   2.2760308e-005   2.3728668e-005
 -1.2457956e+002   1.2085714e-001   1.2126822e-001   9.7480559e-002   4.2034000e+002   4.8216608e+002   3.9804032e+002   4.8933294e-004   5.1028973e-004   1.0428273e+000  -1.8959539e-006  -1.0881593e-013   1.1023637e+003   8.2664969e+002   1.3335319e+000   2.2758662e-005   2.3729192e-005
 -1.2456324e+002   1.2087244e-001   1.2128477e-001   9.7499001e-002   4.2035350e+002   4.8218348e+002   3.9806017e+002   4.8928078e-004   5.1028348e-004   1.0429257e+000  -1.8959539e-006  -1.0883863e-013   1.1023689e+003   8.2665480e+002   1.3335299e+000   2.2757016e-005   2.3729716e-005
 -1.2454692e+002   1.2088774e-001   1.2130173e-001   9.7510196e-002   4.2036699e+002   4.8220088e+002   3.9806940e+002   4.8922863e-004   5.1027722e-004   1.0430241e+000  -1.8959539e-006   1.0886687e-013   1.1023740e+003   8.2665990e+002   1.3335278e+000   2.2755371e-005   2.3730240e-005
 -1.2453061e+002   1.2090304e-001   1.2131936e-001   9.7518766e-002   4.2038049e+002   4.8221829e+002   3.9807761e+002   4.8917649e-004   5.1027097e-004   1.0431224e+000  -1.8959539e-006   1.0889697e-013   1.1023791e+003   8.2666500e+002   1.3335258e+000   2.2753726e-005   2.3730763e-005
 -1.2451430e+002   1.2091834e-001   1.2133780e-001   9.7513109e-002   4.2039398e+002   4.8223568e+002   3.9809469e+002   4.8912438e-004   5.1026473e-004   1.0432208e+000  -1.8959539e-006   0.0000000e+000   1.1023842e+003   8.2667010e+002   1.3335237e+000   2.2752081e-005   2.3731287e-005
 -1.2449800e+002   1.2093365e-001   1.2135648e-001   9.7520802e-002   4.2040748e+002   4.8225293e+002   3.9811156e+002   4.8907227e-004   5.1025848e-004   1.0433192e+000  -1.8959539e-006   0.0000000e+000   1.1023893e+003   8.2667520e+002   1.3335217e+000   2.2750437e-005   2.3731810e-005
 -1.2448171e+002   1.2094897e-001   1.2239818e-001   9.7529084e-002   4.2042099e+002   4.8227023e+002   3.9812995e+002   4.8902011e-004   5.1025224e-004   1.0434177e+000  -1.8959539e-006   0.0000000e+000   1.1023944e+003   8.2668031e+002   1.3335197e+000   2.2748790e-005   2.3732334e-005
 -1.2446542e+002   1.2096429e-001   1.2181393e-001   9.7526816e-002   4.2043449e+002   4.8228752e+002   3.9814767e+002   4.8896796e-004   5.1024600e-004   1.0435162e+000  -1.8959539e-006   0.0000000e+000   1.1023996e+003   8.2668542e+002   1.3335176e+000   2.2747144e-005   2.3732859e-005
 -1.2444914e+002   1.2097961e-001   1.2141233e-001   9.7523362e-002   4.2044800e+002   4.8230454e+002   3.9816482e+002   4.8891585e-004   5.1023976e-004   1.0436147e+000  -1.8959539e-006   0.0000000e+000   1.1024047e+003   8.2669052e+002   1.3335156e+000   2.2745499e-005   2.3733382e-005
 -1.2443287e+002   1.2099492e-001   1.2150354e-001   9.7537871e-002   4.2046150e+002   4.8232137e+002   3.9818150e+002   4.8886376e-004   5.1023352e-004   1.0437131e+000  -1.8959539e-006   0.0000000e+000   1.1024098e+003   8.2669563e+002   1.3335135e+000   2.2743854e-005   2.3733906e-005
 -1.2441660e+002   1.2101023e-001   1.2152652e-001   9.7545042e-002   4.2047499e+002   4.8233799e+002   3.9819784e+002   4.8881170e-004   5.1022729e-004   1.0438115e+000  -1.8959539e-006   0.0000000e+000   1.1024149e+003   8.2670073e+002   1.3335115e+000   2.2742211e-005   2.3734430e-005
 -1.2440035e+002   1.2102554e-001   1.2146592e-001   9.7551775e-002   4.2048848e+002   4.8235436e+002   3.9821398e+002   4.8875967e-004   5.1022107e-004   1.0439099e+000  -1.8959539e-006   0.0000000e+000   1.1024200e+003   8.2670583e+002   1.3335094e+000   2.2740568e-005   2.3734953e-005
 -1.2438411e+002   1.2104086e-001   1.2148309e-001   9.7545095e-002   4.2050198e+002   4.8237045e+002   3.9823106e+002   4.8870759e-004   5.1021485e-004   1.0440084e+000  -1.8959539e-006  -1.0935609e-013   1.1024252e+003   8.2671094e+002   1.3335074e+000   2.2738923e-005   2.3735477e-005
 -1.2436787e+002   1.2105619e-001   1.2149971e-001   9.7552641e-002   4.2051549e+002   4.8238626e+002   3.9824780e+002   4.8865553e-004   5.1020863e-004   1.0441069e+000  -1.8959539e-006  -1.0941250e-013   1.1024303e+003   8.2671604e+002   1.3335054e+000   2.2737278e-005   2.3736001e-005
 -1.2435165e+002   1.2107151e-001   1.2151642e-001   9.7549674e-002   4.2052897e+002   4.8240165e+002   3.9826476e+002   4.8860350e-004   5.1020242e-004   1.0442054e+000  -1.8959539e-006   0.0000000e+000   1.1024354e+003   8.2672114e+002   1.3335033e+000   2.2735635e-005   2.3736524e-005
 -1.2433543e+002   1.2108682e-001   1.2153346e-001   9.7556915e-002   4.2054245e+002   4.8241693e+002   3.9828207e+002   4.8855150e-004   5.1019621e-004   1.0443039e+000  -1.8959539e-006   0.0000000e+000   1.1024405e+003   8.2672624e+002   1.3335013e+000   2.2733991e-005   2.3737047e-005
 -1.2431922e+002   1.2110213e-001   1.2156074e-001   9.7564620e-002   4.2055593e+002   4.8243213e+002   3.9829964e+002   4.8849952e-004   5.1019001e-004   1.0444023e+000  -1.8959539e-006   0.0000000e+000   1.1024456e+003   8.2673133e+002   1.3334992e+000   2.2732349e-005   2.3737570e-005
 -1.2430301e+002   1.2111743e-001   1.2156656e-001   9.7583443e-002   4.2056940e+002   4.8244723e+002   3.9831704e+002   4.8844756e-004   5.1018381e-004   1.0445007e+000  -1.8959539e-006   0.0000000e+000   1.1024507e+003   8.2673643e+002   1.3334972e+000   2.2730707e-005   2.3738093e-005
 -1.2428682e+002   1.2113276e-001   1.2158331e-001   9.7577265e-002   4.2058289e+002   4.8246238e+002   3.9833582e+002   4.8839556e-004   5.1017761e-004   1.0445992e+000  -1.8959539e-006   1.0967225e-013   1.1024558e+003   8.2674153e+002   1.3334952e+000   2.2729063e-005   2.3738616e-005
 -1.2427063e+002   1.2114809e-001   1.2160004e-001   9.7570823e-002   4.2059638e+002   4.8247771e+002   3.9835440e+002   4.8834357e-004   5.1017142e-004   1.0446977e+000  -1.8959539e-006   1.0972223e-013   1.1024609e+003   8.2674663e+002   1.3334931e+000   2.2727419e-005   2.3739140e-005
 -1.2425445e+002   1.2116342e-001   1.2161685e-001   9.7573100e-002   4.2060986e+002   4.8249338e+002   3.9837187e+002   4.8829159e-004   5.1016523e-004   1.0447963e+000  -1.8959539e-006   0.0000000e+000   1.1024661e+003   8.2675173e+002   1.3334911e+000   2.2725776e-005   2.3739663e-005
 -1.2423827e+002   1.2117874e-001   1.2163388e-001   9.7586136e-002   4.2062334e+002   4.8250950e+002   3.9838298e+002   4.8823965e-004   5.1015904e-004   1.0448948e+000  -1.8959539e-006   0.0000000e+000   1.1024712e+003   8.2675684e+002   1.3334890e+000   2.2724134e-005   2.3740186e-005
 -1.2422210e+002   1.2119406e-001   1.2165091e-001   9.7582580e-002   4.2063682e+002   4.8252616e+002   3.9839423e+002   4.8818772e-004   5.1015286e-004   1.0449932e+000  -1.8959539e-006   0.0000000e+000   1.1024763e+003   8.2676194e+002   1.3334870e+000   2.2722491e-005   2.3740709e-005
 -1.2420594e+002   1.2120938e-001   1.2166789e-001   9.7587127e-002   4.2065030e+002   4.8254345e+002   3.9840509e+002   4.8813581e-004   5.1014669e-004   1.0450917e+000  -1.8959539e-006   0.0000000e+000   1.1024814e+003   8.2676704e+002   1.3334850e+000   2.2720850e-005   2.3741232e-005
 -1.2418979e+002   1.2122472e-001   1.2168490e-001   9.7604397e-002   4.2066378e+002   4.8256140e+002   3.9841716e+002   4.8808388e-004   5.1014052e-004   1.0451903e+000  -1.8959539e-006  -1.0996131e-013   1.1024865e+003   8.2677214e+002   1.3334829e+000   2.2719207e-005   2.3741755e-005
 -1.2417364e+002   1.2124006e-001   1.2170206e-001   9.7607057e-002   4.2067727e+002   4.8257999e+002   3.9842971e+002   4.8803194e-004   5.1013435e-004   1.0452889e+000  -1.8959539e-006   1.1001871e-013   1.1024916e+003   8.2677725e+002   1.3334809e+000   2.2717564e-005   2.3742278e-005
 -1.2415750e+002   1.2125539e-001   1.2171960e-001   9.7603841e-002   4.2069076e+002   4.8259921e+002   3.9844283e+002   4.8798003e-004   5.1012818e-004   1.0453874e+000  -1.8959539e-006   0.0000000e+000   1.1024968e+003   8.2678235e+002   1.3334788e+000   2.2715922e-005   2.3742802e-005
 -1.2414137e+002   1.2127073e-001   1.2173727e-001   9.7600876e-002   4.2070424e+002   4.8261900e+002   3.9845551e+002   4.8792815e-004   5.1012203e-004   1.0454860e+000  -1.8959539e-006   0.0000000e+000   1.1025019e+003   8.2678745e+002   1.3334768e+000   2.2714280e-005   2.3743325e-005
 -1.2412525e+002   1.2128605e-001   1.2175474e-001   9.7611081e-002   4.2071771e+002   4.8263927e+002   3.9846789e+002   4.8787629e-004   5.1011587e-004   1.0455845e+000  -1.8959539e-006   0.0000000e+000   1.1025070e+003   8.2679255e+002   1.3334747e+000   2.2712639e-005   2.3743847e-005
 -1.2410914e+002   1.2130138e-001   1.2177244e-001   9.7635057e-002   4.2073118e+002   4.8265996e+002   3.9848008e+002   4.8782446e-004   5.1010971e-004   1.0456829e+000  -1.8959539e-006   0.0000000e+000   1.1025121e+003   8.2679765e+002   1.3334727e+000   2.2711000e-005   2.3744370e-005
 -1.2409304e+002   1.2131670e-001   1.2179017e-001   9.7626494e-002   4.2074465e+002   4.8268086e+002   3.9847690e+002   4.8777263e-004   5.1010355e-004   1.0457814e+000  -1.8959539e-006   1.1032902e-013   1.1025172e+003   8.2680274e+002   1.3334707e+000   2.2709360e-005   2.3744893e-005
 -1.2407695e+002   1.2133203e-001   1.2180767e-001   9.7631908e-002   4.2075812e+002   4.8270178e+002   3.9845778e+002   4.8772079e-004   5.1009739e-004   1.0458799e+000  -1.8959539e-006   0.0000000e+000   1.1025223e+003   8.2680784e+002   1.3334686e+000   2.2707719e-005   2.3745415e-005
 -1.2406087e+002   1.2134736e-001   1.2182503e-001   9.7635831e-002   4.2077159e+002   4.8272274e+002   3.9842250e+002   4.8766898e-004   5.1009124e-004   1.0459784e+000  -1.8959539e-006   0.0000000e+000   1.1025274e+003   8.2681294e+002   1.3334666e+000   2.2706080e-005   2.3745938e-005
 -1.2404480e+002   1.2136268e-001   1.2184239e-001   9.7639585e-002   4.2078505e+002   4.8274357e+002   3.9838589e+002   4.8761721e-004   5.1008508e-004   1.0460769e+000  -1.8959539e-006   0.0000000e+000   1.1025325e+003   8.2681803e+002   1.3334646e+000   2.2704442e-005   2.3746460e-005
 -1.2402874e+002   1.2137800e-001   1.2185953e-001   9.7644860e-002   4.2079851e+002   4.8276413e+002   3.9834804e+002   4.8756547e-004   5.1007893e-004   1.0461753e+000  -1.8959539e-006   0.0000000e+000   1.1025376e+003   8.2682312e+002   1.3334625e+000   2.2702804e-005   2.3746982e-005
 -1.2401270e+002   1.2139330e-001   1.2187616e-001   9.7642645e-002   4.2081195e+002   4.8278442e+002   3.9832633e+002   4.8751375e-004   5.1007278e-004   1.0462736e+000  -1.8959539e-006   0.0000000e+000   1.1025427e+003   8.2682821e+002   1.3334605e+000   2.2701168e-005   2.3747504e-005
 -1.2399665e+002   1.2140861e-001   1.2189244e-001   9.7640082e-002   4.2082540e+002   4.8280440e+002   3.9857002e+002   4.8746205e-004   5.1006663e-004   1.0463720e+000  -1.8959539e-006  -1.1073574e-013   1.1025478e+003   8.2683330e+002   1.3334584e+000   2.2699531e-005   2.3748026e-005
 -1.2398062e+002   1.2142394e-001   1.2305646e-001   9.7666202e-002   4.2083886e+002   4.8282412e+002   3.9858447e+002   4.8741030e-004   5.1006049e-004   1.0464705e+000  -1.8959539e-006   1.1078618e-013   1.1025529e+003   8.2683839e+002   1.3334564e+000   2.2697893e-005   2.3748548e-005
 -1.2396459e+002   1.2143927e-001   1.2309419e-001   9.7676343e-002   4.2085232e+002   4.8284350e+002   3.9859787e+002   4.8735858e-004   5.1005435e-004   1.0465689e+000  -1.8959539e-006   1.1083202e-013   1.1025581e+003   8.2684348e+002   1.3334544e+000   2.2696256e-005   2.3749070e-005
 -1.2394857e+002   1.2145459e-001   1.2239104e-001   9.7664733e-002   4.2086577e+002   4.8286255e+002   3.9860712e+002   4.8730687e-004   5.1004820e-004   1.0466674e+000  -1.8959539e-006   0.0000000e+000   1.1025632e+003   8.2684857e+002   1.3334523e+000   2.2694619e-005   2.3749592e-005
 -1.2393256e+002   1.2146991e-001   1.2310439e-001   9.7673708e-002   4.2087922e+002   4.8288125e+002   3.9861217e+002   4.8725519e-004   5.1004206e-004   1.0467658e+000  -1.8959539e-006   0.0000000e+000   1.1025683e+003   8.2685366e+002   1.3334503e+000   2.2692983e-005   2.3750114e-005
 -1.2391655e+002   1.2148522e-001   1.2324289e-001   9.7671196e-002   4.2089267e+002   4.8289967e+002   3.9861711e+002   4.8720353e-004   5.1003593e-004   1.0468642e+000  -1.8959539e-006   0.0000000e+000   1.1025734e+003   8.2685875e+002   1.3334483e+000   2.2691348e-005   2.3750636e-005
 -1.2390055e+002   1.2150053e-001   1.2255201e-001   9.7683080e-002   4.2090611e+002   4.8291780e+002   3.9862193e+002   4.8715191e-004   5.1002979e-004   1.0469625e+000  -1.8959539e-006   0.0000000e+000   1.1025785e+003   8.2686383e+002   1.3334462e+000   2.2689713e-005   2.3751157e-005
 -1.2388456e+002   1.2151587e-001   1.2249055e-001   9.7704325e-002   4.2091956e+002   4.8293568e+002   3.9862756e+002   4.8710023e-004   5.1002366e-004   1.0470610e+000  -1.8959539e-006   0.0000000e+000   1.1025836e+003   8.2686892e+002   1.3334442e+000   2.2688077e-005   2.3751679e-005
 -1.2386858e+002   1.2153119e-001   1.2204450e-001   9.7706111e-002   4.2093302e+002   4.8295332e+002   3.9863340e+002   4.8704858e-004   5.1001754e-004   1.0471595e+000  -1.8959539e-006   0.0000000e+000   1.1025887e+003   8.2687402e+002   1.3334422e+000   2.2686441e-005   2.3752201e-005
 -1.2385262e+002   1.2154652e-001   1.2213282e-001   9.7698141e-002   4.2094646e+002   4.8297074e+002   3.9863954e+002   4.8699696e-004   5.1001142e-004   1.0472579e+000  -1.8959539e-006   0.0000000e+000   1.1025938e+003   8.2687910e+002   1.3334401e+000   2.2684806e-005   2.3752723e-005
 -1.2383666e+002   1.2156183e-001   1.2215009e-001   9.7711198e-002   4.2095990e+002   4.8298794e+002   3.9864578e+002   4.8694538e-004   5.1000530e-004   1.0473563e+000  -1.8959539e-006   0.0000000e+000   1.1025989e+003   8.2688419e+002   1.3334381e+000   2.2683172e-005   2.3753244e-005
 -1.2382071e+002   1.2157714e-001   1.2214196e-001   9.7722792e-002   4.2097333e+002   4.8300494e+002   3.9866653e+002   4.8689382e-004   5.0999919e-004   1.0474546e+000  -1.8959539e-006   1.1137011e-013   1.1026040e+003   8.2688927e+002   1.3334361e+000   2.2681539e-005   2.3753765e-005
 -1.2380477e+002   1.2159245e-001   1.2213889e-001   9.7717773e-002   4.2098676e+002   4.8302172e+002   3.9867399e+002   4.8684229e-004   5.0999307e-004   1.0475529e+000  -1.8959539e-006   0.0000000e+000   1.1026091e+003   8.2689435e+002   1.3334340e+000   2.2679907e-005   2.3754286e-005
 -1.2378884e+002   1.2160776e-001   1.2214726e-001   9.7727469e-002   4.2100019e+002   4.8303834e+002   3.9868136e+002   4.8679074e-004   5.0998695e-004   1.0476513e+000  -1.8959539e-006  -1.1150385e-013   1.1026142e+003   8.2689944e+002   1.3334320e+000   2.2678274e-005   2.3754808e-005
 -1.2377291e+002   1.2162308e-001   1.2216228e-001   9.7736921e-002   4.2101363e+002   4.8305484e+002   3.9868816e+002   4.8673919e-004   5.0998085e-004   1.0477497e+000  -1.8959539e-006  -1.1156636e-013   1.1026193e+003   8.2690452e+002   1.3334300e+000   2.2676641e-005   2.3755329e-005
 -1.2375680e+002   1.2163859e-001   1.2214752e-001   9.7751485e-002   4.2102723e+002   4.8307151e+002   3.9870802e+002   4.8668704e-004   5.0997466e-004   1.0478493e+000  -1.8959539e-006   0.0000000e+000   1.1026244e+003   8.2690967e+002   1.3334279e+000   2.2674989e-005   2.3755857e-005
 -1.2374070e+002   1.2165409e-001   1.2215522e-001   9.7776550e-002   4.2104082e+002   4.8308817e+002   3.9872655e+002   4.8663489e-004   5.0996847e-004   1.0479488e+000  -1.8959539e-006   0.0000000e+000   1.1026296e+003   8.2691481e+002   1.3334258e+000   2.2673337e-005   2.3756384e-005
 -1.2372460e+002   1.2166959e-001   1.2216800e-001   9.7788727e-002   4.2105441e+002   4.8310505e+002   3.9874417e+002   4.8658277e-004   5.0996229e-004   1.0480484e+000  -1.8959539e-006   0.0000000e+000   1.1026347e+003   8.2691996e+002   1.3334238e+000   2.2671685e-005   2.3756911e-005
 -1.2370832e+002   1.2168527e-001   1.2215261e-001   9.7811775e-002   4.2106816e+002   4.8312240e+002   3.9876123e+002   4.8653008e-004   5.0995604e-004   1.0481490e+000  -1.8959539e-006   0.0000000e+000   1.1026400e+003   8.2692516e+002   1.3334217e+000   2.2670016e-005   2.3757445e-005
 -1.2369204e+002   1.2170097e-001   1.2215709e-001   9.7855196e-002   4.2108192e+002   4.8314006e+002   3.9877857e+002   4.8647731e-004   5.0994979e-004   1.0482499e+000  -1.8959539e-006   0.0000000e+000   1.1026452e+003   8.2693037e+002   1.3334196e+000   2.2668344e-005   2.3757979e-005
